# EMODnet Human Activities — vessel density, 2021-07, leisure ship types.
# source:  https://ows.emodnet-humanactivities.eu/geonetwork/srv/api/records/0f2f3ff1-30ef-49e1-96e7-8ca78d58a07c
# zips:    https://ows.emodnet-humanactivities.eu/geonetwork/srv/api/records/0f2f3ff1-30ef-49e1-96e7-8ca78d58a07c/attachments/EMODnet_HA_Vessel_Density_0[45].zip
# members: vesseldensity_04_20210701.tif (04 = Sailing),
#          vesseldensity_05_20210701.tif (05 = Pleasure Craft)
# licence: Creative Commons CC-BY 4.0 (as stated in the dataset's
#          ISO-19139 metadata inside each zip) — attribution required.
# crs:     EPSG:3035 (ETRS89 / LAEA Europe), 1000 x 1000 m pixels,
#          equal-area, so one pixel is exactly 1 km2.
# unit:    hours per square kilometre per month. EMODnet builds it by
#          drawing a line between consecutive positions of one ship and
#          intersecting it with the 1 km grid, so it is TRACK time, not
#          message count. Per 1 km2 pixel, hours/km2 = hours.
# rows:    pixel CENTRES reprojected to WGS84, kept where the centre is
#          inside lat 53.0-59.0, lon 3.0-17.0 (the project bbox)
#          AND at least one of the two types is > 0. Sorted by lat, lon.
# lon	lat	hours_sailing	hours_pleasure
9.680800	54.870736	0.3679	0.4522
10.319200	54.870736	0.3933	0.5896
15.619826	54.870744	0.0354	0.0000
10.303629	54.870775	2.9908	1.0204
13.013944	54.870779	0.3503	0.1250
7.858666	54.870787	0.2175	0.0000
12.141334	54.870787	39.3583	28.1203
13.684328	54.870805	0.7916	0.2131
10.288059	54.870812	2.7253	1.1363
9.727512	54.870847	0.2993	0.0812
10.272488	54.870847	1.4791	0.5552
9.743083	54.870879	14.8286	0.9764
10.256917	54.870879	1.2272	0.2946
12.608756	54.870898	1.7371	0.5656
14.979438	54.870902	0.4961	0.3051
9.758653	54.870911	1.7287	1.0547
10.241347	54.870911	0.8844	0.4420
11.518276	54.870915	0.8939	0.5567
9.774224	54.870940	30.7831	13.7848
10.225776	54.870940	0.7234	0.4159
9.789795	54.870967	18.1784	7.7891
10.210205	54.870967	1.7758	0.6375
14.245878	54.870983	0.1964	0.0000
9.805365	54.870992	18.7678	8.9611
10.194635	54.870992	2.1588	0.8700
4.801927	54.870999	0.0401	0.0000
15.198073	54.870999	0.1289	0.0436
14.745273	54.871014	0.5139	0.2721
9.820936	54.871015	33.1459	14.4476
10.179064	54.871015	2.2249	0.8105
13.356909	54.871033	0.2768	0.0577
9.836507	54.871037	44.1082	20.2482
10.163493	54.871037	3.2193	1.1237
12.125769	54.871052	0.2866	0.1851
9.852077	54.871056	29.0231	15.0815
10.147923	54.871056	9.1706	2.9089
9.867648	54.871073	38.5071	16.7089
10.132352	54.871073	9.2639	2.6530
9.883219	54.871089	1.5446	1.1051
10.116781	54.871089	12.9068	6.0734
9.898790	54.871102	1.0697	0.0355
10.101210	54.871102	23.1552	9.7823
11.502709	54.871103	0.2474	0.3938
9.914361	54.871114	0.5374	0.0539
10.085639	54.871114	17.6139	8.2623
9.929931	54.871124	0.0890	0.0854
10.070069	54.871124	1.3377	1.5364
9.945502	54.871131	0.1082	0.1901
10.054498	54.871131	0.2192	0.2657
9.961073	54.871137	41.3024	30.2533
10.038927	54.871137	0.0530	0.1380
9.976644	54.871141	15.1854	0.4963
10.023356	54.871141	0.2615	0.1627
9.992215	54.871143	0.4183	0.0057
10.007785	54.871143	12.6626	0.0307
12.998385	54.871153	0.5865	0.2555
15.807417	54.871169	0.0618	0.0000
16.182623	54.871173	0.2143	0.0000
13.965098	54.871209	0.3415	0.0000
12.593195	54.871222	1.1502	0.7807
16.871024	54.871232	0.0550	0.0000
14.495571	54.871248	0.4031	0.0000
13.668775	54.871263	0.6206	0.3312
11.487141	54.871289	1.7832	1.4364
7.889796	54.871316	0.0900	0.0000
12.110204	54.871316	0.3023	0.0611
15.401180	54.871386	0.1275	0.0000
13.341353	54.871450	0.4998	0.1646
11.471573	54.871473	2.6063	1.8048
14.230330	54.871510	0.2355	0.0000
14.963900	54.871521	0.2821	0.1054
12.982826	54.871525	0.2527	0.0000
12.577632	54.871544	1.9921	0.6708
14.729731	54.871604	0.4083	0.2398
4.817463	54.871645	0.0625	0.0000
15.182537	54.871645	0.1599	0.0000
11.456004	54.871655	0.0000	0.7323
13.949547	54.871702	0.3799	0.0000
13.653221	54.871719	0.6584	0.0706
5.519973	54.871806	0.0393	0.0000
14.480027	54.871806	0.7074	0.0000
11.440436	54.871836	0.0000	8.3386
7.920926	54.871837	0.0000	0.0879
12.562070	54.871864	1.9375	0.6304
13.325796	54.871865	0.1927	0.0000
15.791891	54.871890	0.0594	0.0000
12.967267	54.871895	0.3130	0.0544
16.167102	54.871941	0.1458	0.0000
11.424868	54.872014	0.0000	32.4928
14.214783	54.872036	0.1456	0.0000
15.385648	54.872057	0.0438	0.0000
16.855515	54.872085	0.0284	0.0000
14.948361	54.872137	0.3165	0.2154
13.637668	54.872172	0.1507	0.0603
12.546507	54.872182	2.1808	0.3423
14.714190	54.872191	0.5449	0.2623
13.933997	54.872192	0.4625	0.1382
12.951707	54.872264	0.5979	0.1961
13.310240	54.872277	0.1323	0.0553
4.832999	54.872288	0.0631	0.0000
15.167001	54.872288	0.3160	0.1230
16.339196	54.872333	0.0844	0.0000
5.535518	54.872363	0.0062	0.0000
14.464482	54.872363	0.0612	0.1501
16.511298	54.872487	0.0516	0.0000
12.530945	54.872498	1.4625	0.3987
14.199235	54.872559	0.2468	0.0000
7.967623	54.872605	0.0728	0.2467
15.776363	54.872610	0.1150	0.0000
13.622114	54.872624	0.5569	0.2084
12.936147	54.872630	0.5594	0.2445
13.918446	54.872681	0.3610	0.2900
13.294683	54.872688	0.0577	0.0443
16.151581	54.872707	0.1688	0.0000
15.370114	54.872726	0.1583	0.0000
14.932822	54.872752	0.4333	0.1664
14.698647	54.872777	0.7000	0.1235
15.963969	54.872799	0.2068	0.0000
12.515382	54.872812	1.0603	0.3477
15.573236	54.872833	0.0641	0.0000
14.448937	54.872917	0.3900	0.0000
15.151465	54.872930	0.4233	0.0846
4.848535	54.872930	0.0583	0.0000
16.840006	54.872937	0.1004	0.0000
12.920587	54.872995	0.3963	0.1679
13.606559	54.873074	0.6086	0.1129
14.183686	54.873081	0.1052	0.0000
13.279125	54.873098	0.1496	0.0000
16.323677	54.873120	0.2783	0.0000
12.499818	54.873124	0.9138	0.2594
13.902894	54.873168	0.4915	0.3383
16.667892	54.873235	0.0669	0.0000
16.495782	54.873296	0.1304	0.0000
15.760836	54.873328	0.1881	0.0000
12.905027	54.873357	0.5723	0.0517
14.683105	54.873361	0.8366	0.2991
14.917282	54.873365	0.5769	0.2760
15.354581	54.873393	0.1250	0.0000
12.484255	54.873434	1.8763	0.3457
14.433391	54.873470	0.2682	0.2412
16.136059	54.873471	0.1310	0.0000
13.263568	54.873505	0.1096	0.0000
13.591005	54.873522	0.5859	0.0493
15.557705	54.873525	0.1336	0.0000
15.948444	54.873540	0.2375	0.0000
15.135928	54.873570	0.1975	0.1776
14.168138	54.873600	0.0987	0.0000
13.887343	54.873652	0.5718	0.3187
12.889466	54.873718	0.8268	0.0947
12.468691	54.873742	1.7479	0.9433
16.824495	54.873786	0.1004	0.0000
8.045455	54.873846	0.0000	0.1223
16.308158	54.873906	0.0921	0.0000
13.248010	54.873910	0.1529	0.0000
14.667562	54.873942	0.4895	0.2685
13.575450	54.873968	0.3226	0.0000
14.901742	54.873976	0.7366	0.1343
14.417845	54.874021	0.5174	0.0000
15.745307	54.874043	0.0796	0.0000
12.453127	54.874049	1.6073	0.8638
15.339046	54.874058	0.0000	0.0073
12.873905	54.874077	0.7892	0.0721
8.061022	54.874088	0.0886	0.0000
16.480265	54.874103	0.1395	0.0000
14.152589	54.874118	0.0988	0.0000
13.871791	54.874135	0.9810	0.1339
16.981107	54.874141	0.0287	0.0000
15.120391	54.874208	0.0949	0.2607
15.542174	54.874216	0.2435	0.0729
13.232452	54.874313	0.0638	0.2004
8.076589	54.874329	0.0438	0.0780
12.437563	54.874353	1.5266	0.5568
13.559895	54.874412	0.6009	0.2022
12.858344	54.874433	0.6039	0.0259
14.652018	54.874522	0.2880	0.3449
8.092157	54.874567	0.0540	0.1388
14.402298	54.874570	0.2936	0.1203
14.886202	54.874585	0.5335	0.1677
13.856238	54.874616	0.4120	0.1966
14.137039	54.874634	0.0988	0.0000
16.808984	54.874634	0.1004	0.0000
12.421999	54.874656	1.8352	0.9270
6.783107	54.874715	0.1161	0.0000
13.216893	54.874715	0.1650	0.0000
15.323512	54.874721	0.0000	0.2668
12.842782	54.874788	0.6089	0.0636
8.107724	54.874804	0.1170	0.1157
15.104853	54.874844	0.2304	0.0000
13.544339	54.874854	0.9057	0.1497
15.526642	54.874904	0.2879	0.1794
12.406434	54.874956	2.5739	1.2091
16.105013	54.874994	0.1352	0.0000
16.965599	54.875008	0.1872	0.0000
8.123292	54.875038	0.0864	0.0000
13.840685	54.875095	0.6364	0.2825
14.636474	54.875100	0.5003	0.3777
14.386752	54.875116	0.2881	0.1948
12.827221	54.875141	0.4709	0.0000
14.121489	54.875148	0.0988	0.0000
14.870661	54.875192	0.4234	0.3160
12.390870	54.875255	5.1855	1.9638
8.138859	54.875271	0.0536	0.0675
13.528783	54.875294	0.7283	0.2060
15.307977	54.875383	0.0000	0.3412
15.714249	54.875469	0.1377	0.0000
16.277118	54.875471	0.0869	0.0000
15.089315	54.875478	0.4548	0.0000
16.793473	54.875480	0.0533	0.0000
12.811659	54.875492	0.5020	0.0000
8.154427	54.875502	0.0859	0.0000
13.185776	54.875511	0.1896	0.0000
7.624695	54.875551	0.0835	0.0000
12.375305	54.875551	7.2522	4.4276
13.825132	54.875572	0.7625	0.1597
15.511110	54.875591	0.3636	0.1349
14.105939	54.875660	0.0991	0.0287
14.371204	54.875661	0.9420	0.1801
14.620930	54.875676	0.5139	0.2461
8.169995	54.875730	0.1133	0.0000
13.513227	54.875732	0.4129	0.0732
14.855119	54.875797	0.2447	0.2372
12.796097	54.875841	0.7466	0.0000
12.359739	54.875846	6.0022	2.2543
16.950090	54.875873	0.0791	0.0000
13.170216	54.875907	0.1361	0.0000
8.185564	54.875957	0.4496	0.0000
11.020049	54.875971	18.4816	43.5953
4.707559	54.876042	0.0151	0.0000
15.292441	54.876042	0.1978	0.2005
13.809579	54.876047	1.0434	0.2771
11.004477	54.876097	18.5456	0.9320
15.073776	54.876111	0.2710	0.0000
12.344174	54.876139	5.9643	2.1815
13.497671	54.876168	0.1147	0.0000
14.090389	54.876170	0.2304	0.1751
15.698720	54.876179	0.0428	0.0437
8.201132	54.876182	0.3578	0.0000
12.780534	54.876188	0.2971	0.0000
14.355657	54.876204	1.1020	0.7624
10.988906	54.876221	1.4954	0.9018
14.605385	54.876250	0.5267	0.1067
16.261597	54.876251	0.2990	0.0000
15.495577	54.876276	0.6513	0.0439
13.154657	54.876301	0.1588	0.0000
10.973334	54.876343	2.5505	1.1251
14.839578	54.876400	0.3590	0.4133
8.216701	54.876405	0.3123	0.2272
12.328608	54.876430	5.5835	2.6824
10.957763	54.876463	2.6146	1.4219
15.886339	54.876485	0.0538	0.0000
13.794025	54.876520	0.8039	0.1672
12.764971	54.876533	0.4587	0.0318
16.605834	54.876537	0.1707	0.0000
10.942191	54.876581	3.8630	2.0261
13.482114	54.876603	0.4848	0.0000
8.232269	54.876626	0.5953	0.2167
11.767731	54.876626	0.0365	0.0000
14.074838	54.876678	1.6753	0.3920
13.139097	54.876692	0.0121	0.0368
10.926619	54.876698	4.6833	3.0180
15.276905	54.876700	0.1230	0.0764
4.723095	54.876700	0.0524	0.0000
12.313043	54.876718	10.0244	4.8426
16.934581	54.876737	0.1048	0.0000
15.058237	54.876741	0.4633	0.0000
14.340109	54.876745	1.1924	0.2365
10.911047	54.876812	3.1461	1.2849
14.589840	54.876822	0.9294	0.1721
8.247838	54.876845	0.3418	0.3078
11.752162	54.876845	19.8419	16.8441
12.749408	54.876876	0.4906	0.1540
15.683189	54.876887	0.0000	0.0696
10.895476	54.876925	2.3429	0.9669
15.480044	54.876958	0.0458	0.0000
13.778471	54.876991	0.3222	0.1045
14.824035	54.877001	0.4957	0.2969
12.297477	54.877005	11.2607	6.7451
16.246076	54.877029	0.2101	0.0000
10.879904	54.877035	1.7997	0.7572
13.466557	54.877035	0.2609	0.0000
8.263407	54.877062	0.3809	0.2375
11.736593	54.877062	44.4173	2.2337
13.123537	54.877082	0.0388	0.0543
10.864331	54.877144	2.4578	1.4155
5.940714	54.877184	0.0231	0.0000
14.059286	54.877184	2.0241	0.6009
15.870812	54.877216	0.0995	0.0000
12.733845	54.877218	1.0536	0.2929
10.848759	54.877250	3.4646	2.3727
8.278976	54.877277	0.1594	0.1976
11.721024	54.877277	14.5912	0.0901
14.324560	54.877284	1.6014	0.8548
12.281910	54.877290	4.7724	2.9287
10.833187	54.877355	11.2781	11.9618
4.738632	54.877355	0.0571	0.0000
15.261368	54.877355	0.9301	0.0994
16.590319	54.877357	0.1011	0.0000
15.042698	54.877369	0.1780	0.0485
5.425705	54.877392	0.0000	0.0648
14.574295	54.877392	0.9314	0.1510
10.817615	54.877458	6.3332	7.7710
13.762916	54.877461	0.5224	0.0934
13.450999	54.877466	0.1219	0.0000
13.107976	54.877470	0.2551	0.0197
12.718282	54.877557	1.0797	0.2400
10.802042	54.877559	0.0000	0.0464
12.266344	54.877574	1.9859	0.8657
15.667658	54.877593	0.0000	0.0696
16.919070	54.877598	0.0300	0.0000
14.808493	54.877600	0.7259	0.3286
15.464510	54.877639	0.0210	0.0000
10.786470	54.877657	0.0000	0.0142
5.956265	54.877688	0.0876	0.0000
14.043735	54.877688	1.2067	0.5716
16.230554	54.877805	0.1160	0.0000
14.309012	54.877822	0.8792	0.1799
12.250777	54.877855	0.8425	0.8822
13.092416	54.877856	0.7146	0.0000
13.435441	54.877894	0.3967	0.0310
12.702718	54.877894	0.9468	0.1943
13.747362	54.877928	0.5012	0.3099
15.855283	54.877945	0.1362	0.0000
5.441251	54.877960	0.0000	0.0031
14.558749	54.877960	0.5415	0.0930
15.027158	54.877996	0.5277	0.1297
4.754169	54.878009	0.0571	0.0000
15.245831	54.878009	0.4103	0.0468
10.708607	54.878123	0.0152	0.0000
12.235211	54.878134	0.3206	0.5251
14.028183	54.878190	1.0224	0.2247
14.792950	54.878198	0.5749	0.1937
10.693034	54.878210	15.5833	0.0000
12.687154	54.878230	0.8085	0.2653
13.076855	54.878240	0.5581	0.0829
10.677461	54.878295	0.4842	0.1435
15.652127	54.878297	0.0621	0.0689
4.551025	54.878318	0.0000	0.0478
15.448975	54.878318	0.2465	0.0000
13.419883	54.878321	0.1907	0.0464
14.293463	54.878357	0.4812	0.2629
10.661888	54.878379	1.1948	0.0000
6.268193	54.878393	0.1113	0.0000
13.731807	54.878393	0.6194	0.1769
12.219644	54.878411	1.1938	0.4400
16.903560	54.878458	0.1795	0.0000
10.646315	54.878460	2.4090	0.4823
14.543203	54.878527	0.4831	0.0743
10.630742	54.878540	5.0988	1.0936
12.671590	54.878563	0.8173	0.2328
16.215031	54.878579	0.1840	0.0000
10.615169	54.878617	36.4511	15.4881
15.011617	54.878620	0.2364	0.0000
13.061294	54.878622	0.3267	0.0920
4.769706	54.878660	0.0571	0.0000
15.230294	54.878660	0.6875	0.2363
15.839755	54.878673	0.0939	0.0000
12.204076	54.878686	8.9472	0.0785
14.012630	54.878691	0.5958	0.0583
10.599595	54.878693	43.5247	20.7620
11.612035	54.878730	0.0000	11.9252
13.404325	54.878745	0.5293	0.2745
10.584022	54.878766	44.7691	20.6429
14.777406	54.878793	0.5214	0.4250
10.568449	54.878838	68.6201	28.7092
13.716251	54.878857	0.4207	0.1149
14.277913	54.878890	0.3682	0.3848
12.656026	54.878895	0.5389	0.0771
10.552876	54.878908	39.2772	16.9355
11.596465	54.878929	0.0000	0.1493
7.811491	54.878960	0.1053	0.0000
12.188509	54.878960	0.1231	0.0582
10.537302	54.878976	7.9895	4.6058
4.566559	54.878995	0.0215	0.0000
15.433441	54.878995	0.1567	0.0000
15.636595	54.878999	0.0948	0.0689
13.045732	54.879002	0.0705	0.0613
10.521729	54.879042	8.0215	18.3379
14.527656	54.879091	0.1958	0.0000
9.493845	54.879106	0.0348	0.0117
10.506155	54.879106	22.9466	1.0449
11.580894	54.879127	0.0179	0.0000
9.509418	54.879168	0.1151	0.0231
10.490582	54.879168	0.0803	1.6253
13.388766	54.879168	0.9943	0.1077
13.997078	54.879189	0.3205	0.1315
12.640461	54.879224	0.9440	0.1497
9.524992	54.879228	0.0342	5.1785
10.475008	54.879228	0.0000	0.1151
12.172941	54.879231	0.1295	0.0596
14.996076	54.879243	0.6078	0.1312
9.540566	54.879286	88.6612	33.4009
10.459434	54.879286	0.1858	0.8157
4.785244	54.879310	0.0591	0.0000
15.214756	54.879310	0.2328	0.1137
16.888049	54.879315	0.1886	0.0000
13.700695	54.879318	0.3118	0.0533
11.565324	54.879323	0.1490	0.0000
9.556139	54.879342	5.0786	3.2289
10.443861	54.879342	0.1774	0.0650
16.199508	54.879351	0.0445	0.0000
13.030170	54.879380	0.0778	0.0997
14.761862	54.879386	0.6522	0.5345
9.571713	54.879397	87.2448	40.8103
10.428287	54.879397	0.0000	0.4854
14.262363	54.879422	0.1697	0.3230
9.587287	54.879449	66.4409	31.2840
9.602860	54.879499	43.4295	21.2547
10.397140	54.879499	0.0000	0.0451
12.157373	54.879501	0.3234	0.2293
11.549753	54.879517	0.1997	0.0329
10.381566	54.879548	0.0000	0.0388
9.618434	54.879548	103.7416	47.6396
12.624896	54.879552	1.3606	0.4291
13.373208	54.879589	0.1300	0.1157
9.634008	54.879594	17.4067	6.6468
10.365992	54.879594	0.0000	0.1271
9.649582	54.879639	2.8327	0.1165
10.350418	54.879639	0.0000	0.0844
14.512109	54.879654	0.0505	0.0000
15.417905	54.879670	0.2271	0.0000
4.582095	54.879670	0.0514	0.0000
9.665156	54.879682	0.3695	0.2948
10.334844	54.879682	0.0000	0.0309
13.981525	54.879685	0.4436	0.1292
15.621063	54.879699	0.1049	0.0702
11.534182	54.879709	1.7961	0.7642
10.319270	54.879722	0.0000	0.0048
13.014608	54.879756	0.2774	0.0774
9.696304	54.879761	0.0000	0.0958
10.303696	54.879761	17.6627	0.2915
7.858194	54.879768	0.3111	0.0000
12.141806	54.879768	33.9199	18.5071
13.685139	54.879778	0.5882	0.3151
9.711878	54.879798	0.2599	0.0958
10.288122	54.879798	3.0711	0.8737
9.727452	54.879833	0.4644	0.0909
10.272548	54.879833	2.3606	0.9139
14.980535	54.879864	0.1608	0.3022
9.743026	54.879866	1.3072	0.6272
10.256974	54.879866	1.4243	0.3521
12.609331	54.879878	2.8679	1.0560
9.758600	54.879897	2.2361	1.3254
10.241400	54.879897	1.0390	0.2934
11.518611	54.879899	0.3084	0.0000
9.774174	54.879926	26.5515	11.4833
10.225826	54.879926	1.2964	0.2071
14.246813	54.879951	0.0827	0.0209
9.789748	54.879953	33.2957	14.9033
10.210252	54.879953	1.6732	0.9264
4.800783	54.879958	0.0198	0.0000
15.199217	54.879958	0.2254	0.0817
14.746318	54.879978	0.8718	0.2714
10.194678	54.879978	2.6457	1.1894
9.805322	54.879978	34.5558	19.5354
9.820897	54.880001	44.9146	22.2030
10.179103	54.880001	2.7189	0.9056
13.357648	54.880008	0.0839	0.2568
9.836471	54.880023	26.7262	12.8114
10.163529	54.880023	4.0891	1.5849
12.126237	54.880034	14.7200	7.5772
9.852045	54.880042	24.4612	9.6414
10.147955	54.880042	7.6522	3.1699
9.867619	54.880060	35.6494	19.2035
10.132381	54.880060	10.3064	3.7347
9.883193	54.880075	1.2288	0.6456
10.116807	54.880075	13.9330	6.9962
11.503040	54.880087	0.4781	0.0367
9.898767	54.880089	1.1023	0.0140
10.101233	54.880089	17.9859	8.0350
9.914342	54.880100	0.1896	0.2494
10.085658	54.880100	14.8607	7.1199
9.929916	54.880110	1.0292	12.3966
10.070084	54.880110	0.6720	0.5328
9.945490	54.880118	2.0273	5.5375
10.054510	54.880118	0.0905	0.2175
16.183984	54.880121	0.0721	0.0000
15.808696	54.880122	0.0072	0.0430
9.961064	54.880124	6.7579	21.7723
10.038936	54.880124	0.1518	0.2177
9.976639	54.880128	27.1389	0.8566
10.023361	54.880128	6.5436	0.0160
9.992213	54.880129	0.0423	0.0000
10.007787	54.880129	0.2098	0.0000
12.999046	54.880130	0.6745	0.2459
16.872537	54.880171	0.1839	0.0000
13.965971	54.880180	0.1819	0.1685
12.593766	54.880202	2.8982	0.7792
14.496561	54.880214	0.2606	0.0000
13.669583	54.880236	0.1513	0.4626
11.487468	54.880273	107.3485	45.2919
7.889331	54.880298	0.0899	0.0000
12.110669	54.880298	0.3321	0.1965
4.597630	54.880343	0.0514	0.0000
15.402370	54.880343	0.0031	0.0000
15.605530	54.880397	0.1037	0.0717
13.342089	54.880425	0.1187	0.0000
11.471897	54.880457	2.0971	2.3505
14.231262	54.880478	0.3701	0.0000
14.964993	54.880482	0.2103	0.0960
12.983483	54.880503	0.3630	0.2405
12.578200	54.880524	1.8446	0.6720
12.095100	54.880560	0.1860	0.0936
14.730773	54.880568	0.8270	0.2033
15.183679	54.880604	0.0309	0.0000
11.456325	54.880640	20.0308	3.7267
13.950417	54.880673	0.2607	0.2043
13.654026	54.880691	0.4326	0.2071
14.481014	54.880773	0.6298	0.0000
7.920468	54.880819	0.0000	0.0875
12.079532	54.880819	0.4260	0.0000
11.440754	54.880820	0.0177	0.5775
13.326529	54.880840	0.3462	0.0000
15.793166	54.880843	0.2185	0.0748
12.562635	54.880844	2.4075	0.8857
12.967921	54.880873	0.5970	0.1569
16.168460	54.880889	0.2290	0.0000
11.425182	54.880998	0.0000	0.2830
14.215711	54.881004	0.4231	0.0000
4.613166	54.881014	0.0501	0.0000
15.386834	54.881014	0.0682	0.0000
16.857024	54.881024	0.1555	0.0000
12.063963	54.881077	0.2061	0.0000
15.589997	54.881094	0.0166	0.0712
14.949451	54.881099	0.4429	0.1625
13.638469	54.881145	0.6033	0.0662
14.715228	54.881155	0.6383	0.2782
12.547069	54.881162	2.2682	0.9327
13.934863	54.881163	0.4048	0.4510
11.409610	54.881175	0.0000	0.0337
12.952358	54.881241	0.6171	0.0985
15.168139	54.881248	0.1488	0.1241
13.310969	54.881253	0.2254	0.0996
5.534535	54.881329	0.0455	0.0000
14.465465	54.881329	0.2853	0.1524
12.048394	54.881333	0.0583	0.2116
16.684876	54.881346	0.0413	0.0000
16.512731	54.881431	0.1040	0.0000
12.531502	54.881478	1.4061	0.2179
14.200160	54.881528	0.2666	0.0000
15.777635	54.881563	0.1023	0.0725
7.967176	54.881587	0.0773	0.2467
13.622912	54.881597	0.6472	0.1089
12.936794	54.881608	0.7719	0.0665
13.919309	54.881652	0.5990	0.1901
16.152935	54.881655	0.1211	0.0000
13.295408	54.881664	0.1409	0.0000
4.628703	54.881683	0.0497	0.0000
15.371297	54.881683	0.1459	0.0000
14.933908	54.881714	0.4722	0.1123
14.699682	54.881741	0.4445	0.3663
15.965282	54.881750	0.0100	0.0000
15.574463	54.881788	0.0845	0.0462
12.515936	54.881792	1.0032	0.4566
16.841511	54.881876	0.0835	0.0000
14.449917	54.881884	0.2295	0.2021
15.152599	54.881890	0.4038	0.0769
12.921231	54.881973	0.5802	0.1074
13.607354	54.882047	0.2471	0.0000
14.184608	54.882049	0.0181	0.0000
16.325070	54.882066	0.0000	0.0136
13.279848	54.882073	0.2118	0.0000
12.500369	54.882104	1.6945	0.0468
13.903754	54.882139	0.6199	0.1089
16.669360	54.882177	0.0270	0.0000
16.998155	54.882209	0.0239	0.0000
16.497212	54.882240	0.1744	0.0000
15.762104	54.882281	0.1025	0.0702
14.684136	54.882325	0.2964	0.3713
14.918365	54.882327	0.6942	0.3395
12.905667	54.882335	0.5150	0.1740
4.644240	54.882351	0.0497	0.0000
15.355760	54.882351	0.2438	0.0000
12.484802	54.882414	2.0936	0.7348
16.137410	54.882420	0.0829	0.0000
14.434368	54.882437	0.5981	0.0393
13.264287	54.882480	0.0094	0.0000
15.558929	54.882481	0.1445	0.0462
15.949754	54.882491	0.1173	0.0000
13.591796	54.882495	0.5137	0.0000
15.137059	54.882530	0.1787	0.0594
13.888199	54.882624	0.5730	0.1102
12.890103	54.882696	0.2322	0.0883
12.469235	54.882723	1.5509	1.1719
16.825998	54.882726	0.0835	0.0000
8.045025	54.882828	0.0000	0.1245
16.309547	54.882852	0.1862	0.0236
13.248725	54.882886	0.0858	0.0786
14.668590	54.882907	0.3696	0.2585
14.902822	54.882938	0.6138	0.1878
13.576238	54.882941	0.5282	0.1128
14.418818	54.882988	0.5391	0.0475
15.746573	54.882996	0.2437	0.0702
4.659778	54.883016	0.0499	0.0000
15.340222	54.883016	0.0259	0.0000
12.453668	54.883029	1.7470	0.8789
16.481692	54.883047	0.4367	0.0000
12.874538	54.883055	0.5198	0.0000
8.060595	54.883071	0.0886	0.0000
16.982644	54.883078	0.2075	0.0000
14.153503	54.883087	0.0240	0.0000
13.872643	54.883107	0.6119	0.0827
15.121518	54.883168	0.0000	0.4635
15.543394	54.883171	0.1788	0.0020
16.121884	54.883182	0.0892	0.0000
15.934225	54.883230	0.2538	0.0000
13.233164	54.883289	0.1681	0.0942
8.076166	54.883311	0.0000	0.0730
12.438100	54.883334	1.8359	0.8336
13.560679	54.883385	0.8303	0.1799
12.858974	54.883411	0.8571	0.0000
5.346957	54.883487	0.0305	0.0000
14.653043	54.883487	0.1907	0.2239
14.403268	54.883536	0.2313	0.1976
14.887278	54.883547	0.1796	0.0667
8.091736	54.883550	0.0979	0.1474
16.810483	54.883574	0.0835	0.0000
13.857088	54.883588	0.3839	0.0106
14.137950	54.883603	0.0932	0.0000
16.294024	54.883636	0.2955	0.0091
12.422533	54.883636	2.5958	0.7868
4.675316	54.883679	0.0521	0.0000
15.324684	54.883679	0.0968	0.0055
6.782398	54.883691	0.0856	0.0000
13.217602	54.883691	0.1436	0.0000
15.731040	54.883710	0.1841	0.0702
12.843409	54.883766	0.5022	0.0649
8.107307	54.883786	0.1170	0.1520
15.105977	54.883805	0.2487	0.0000
13.545120	54.883827	0.5498	0.2364
16.466172	54.883853	0.1547	0.0000
15.527859	54.883860	0.2889	0.0000
12.406965	54.883937	3.5230	1.4973
16.106358	54.883943	0.1364	0.0000
16.967132	54.883946	0.1368	0.0000
8.122878	54.884021	0.0670	0.0000
14.637496	54.884065	0.4036	0.1484
13.841531	54.884067	1.0139	0.4005
14.387718	54.884083	0.8886	0.2479
13.202040	54.884090	0.0685	0.0000
14.122397	54.884117	0.1339	0.0232
12.827844	54.884119	0.3896	0.0246
14.871734	54.884154	0.3737	0.2489
12.391396	54.884235	7.2157	3.9031
8.138449	54.884254	0.0779	0.0675
13.529561	54.884268	0.2004	0.1127
4.690854	54.884341	0.0521	0.0000
15.309146	54.884341	0.1010	0.3654
16.278500	54.884418	0.0738	0.0000
16.794968	54.884420	0.0835	0.0000
15.715508	54.884422	0.1049	0.0702
15.090436	54.884439	0.5242	0.0000
12.812278	54.884470	0.5748	0.0000
8.154021	54.884484	0.0886	0.0000
13.186478	54.884488	0.2484	0.0000
7.624172	54.884532	0.0835	0.0000
12.375828	54.884532	9.1929	3.6343
13.825975	54.884544	0.9594	0.2742
4.487677	54.884547	0.0495	0.0000
15.512323	54.884547	0.4427	0.1087
14.372167	54.884628	1.0772	0.7182
14.106844	54.884629	0.6335	0.2507
14.621948	54.884641	0.5650	0.1635
16.450651	54.884656	0.0910	0.0000
13.514001	54.884706	0.1208	0.0000
8.169592	54.884713	0.1130	0.0000
14.856189	54.884759	0.6118	0.4798
16.951620	54.884811	0.1997	0.0000
12.796713	54.884819	0.4513	0.0483
12.360259	54.884827	6.5794	2.6747
13.170915	54.884883	0.2595	0.0390
